"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"2929","2008/2010","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes",529.4,75.5,69.2,NA,NA
"2930","2008/2010","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Females",484.4,65.7,58.1,129.7,NA
"2931","2008/2010","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Males",589.5,87.6,81.4,NA,122.3
"2932","2008/2010","Kootenay-Boundary Health Service Delivery Area, British Columbia","Both sexes",519.9,74.9,63.5,NA,NA
"2933","2008/2010","Kootenay-Boundary Health Service Delivery Area, British Columbia","Females",457.5,71.4,53.2,127.2,NA
"2934","2008/2010","Kootenay-Boundary Health Service Delivery Area, British Columbia","Males",593.3,80.4,74.1,NA,150.9
"2935","2008/2010","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",483.4,59.9,76.3,NA,NA
"2936","2008/2010","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Females",412.6,35.7,67.6,117.9,NA
"2937","2008/2010","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Males",558.7,86.9,80.1,NA,130.5
"2938","2008/2010","Lambton Health Unit, Ontario","Both sexes",551.1,71.5,65.1,NA,NA
"2939","2008/2010","Lambton Health Unit, Ontario","Females",453.9,56.2,47.1,114.7,NA
"2940","2008/2010","Lambton Health Unit, Ontario","Males",672.9,91.6,86.6,NA,205
"2941","2008/2010","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes",523,76.5,73.6,NA,NA
"2942","2008/2010","Leeds, Grenville and Lanark District Health Unit, Ontario","Females",476.4,73.2,67.9,122.2,NA
"2943","2008/2010","Leeds, Grenville and Lanark District Health Unit, Ontario","Males",587.4,81.7,79.8,NA,144
"2944","2008/2010","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes",578.5,97.1,90.6,NA,NA
"2945","2008/2010","Mamawetan/Keewatin/Athabasca, Saskatchewan","Females",580.3,95.9,90.8,140.8,NA
"2946","2008/2010","Mamawetan/Keewatin/Athabasca, Saskatchewan","Males",579.2,96.4,93.9,NA,151.9
"2947","2008/2010","Manitoba","Both sexes",535,76.1,73.6,NA,NA
"2948","2008/2010","Manitoba","Females",493.6,70.5,60.2,131.1,NA
"2949","2008/2010","Manitoba","Males",597.5,85.6,89.7,NA,137.3
"2950","2008/2010","Middlesex-London Health Unit, Ontario","Both sexes",522.2,64.8,65.7,NA,NA
"2951","2008/2010","Middlesex-London Health Unit, Ontario","Females",483.6,60.2,55.4,121.5,NA
"2952","2008/2010","Middlesex-London Health Unit, Ontario","Males",578,71.5,79.4,NA,156.9
"2953","2008/2010","Mississauga Halton Health Integration Network, Ontario","Both sexes",511.8,55.3,60.2,NA,NA
"2954","2008/2010","Mississauga Halton Health Integration Network, Ontario","Females",475.2,47.8,49.8,132.4,NA
"2955","2008/2010","Mississauga Halton Health Integration Network, Ontario","Males",568,66.6,72.5,NA,156.2
"2956","2008/2010","New Brunswick","Both sexes",566,87.9,69.7,NA,NA
"2957","2008/2010","New Brunswick","Females",473.2,70.1,56.2,124.2,NA
"2958","2008/2010","New Brunswick","Males",682.3,111.7,85.8,NA,200.1
"2959","2008/2010","Newfoundland and Labrador","Both sexes",573.8,77.6,93.2,NA,NA
"2960","2008/2010","Newfoundland and Labrador","Females",479.8,55,75.3,118.2,NA
"2961","2008/2010","Newfoundland and Labrador","Males",689.5,106.5,113.6,NA,184.7
"2962","2008/2010","Niagara Regional Area Health Unit, Ontario","Both sexes",548.8,71.9,66.7,NA,NA
"2963","2008/2010","Niagara Regional Area Health Unit, Ontario","Females",486,65.2,55,124.9,NA
"2964","2008/2010","Niagara Regional Area Health Unit, Ontario","Males",636.8,81.7,81.2,NA,188.8
"2965","2008/2010","North Bay Parry Sound District Health Unit, Ontario","Both sexes",543.6,81.4,71.6,NA,NA
"2966","2008/2010","North Bay Parry Sound District Health Unit, Ontario","Females",480.5,77.1,65.1,113.2,NA
"2967","2008/2010","North Bay Parry Sound District Health Unit, Ontario","Males",623,86.4,78.3,NA,154.7
"2968","2008/2010","North East Health Integration Network, Ontario","Both sexes",547.4,86,68,NA,NA
"2969","2008/2010","North East Health Integration Network, Ontario","Females",495,74.5,52.4,121.5,NA
"2970","2008/2010","North East Health Integration Network, Ontario","Males",616.1,100.2,85.3,NA,139.7
"2971","2008/2010","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes",490.1,44.1,57.7,NA,NA
"2972","2008/2010","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Females",439.5,41.3,45.6,136.2,NA
"2973","2008/2010","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Males",553.7,47.1,72,NA,183.6
"2974","2008/2010","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes",541.6,71.6,67.3,NA,NA
"2975","2008/2010","North Simcoe Muskoka Health Integration Network, Ontario","Females",489.8,68.7,57.7,135.7,NA
"2976","2008/2010","North Simcoe Muskoka Health Integration Network, Ontario","Males",611.7,76.1,78.7,NA,173.8
"2977","2008/2010","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",534.3,72.9,61.9,NA,NA
"2978","2008/2010","North Vancouver Island Health Service Delivery Area, British Columbia","Females",441.9,62,49.5,115.7,NA
"2979","2008/2010","North Vancouver Island Health Service Delivery Area, British Columbia","Males",628.8,84.4,74.1,NA,185.7
"2980","2008/2010","North West Health Integration Network, Ontario","Both sexes",540.5,81.4,70.5,NA,NA
"2981","2008/2010","North West Health Integration Network, Ontario","Females",493.9,73.6,59,122,NA
"2982","2008/2010","North West Health Integration Network, Ontario","Males",605.8,92.3,83.8,NA,161.2
"2983","2008/2010","North Zone, Alberta","Both sexes",530,73.8,70.6,NA,NA
"2984","2008/2010","North Zone, Alberta","Females",459.7,65.1,56.6,124.4,NA
"2985","2008/2010","North Zone, Alberta","Males",611.3,85,84.6,NA,168.2
"2986","2008/2010","Northeast Health Service Delivery Area, British Columbia","Both sexes",512.8,74,56.6,NA,NA
"2987","2008/2010","Northeast Health Service Delivery Area, British Columbia","Females",447.2,68.3,38.4,131.8,NA
"2988","2008/2010","Northeast Health Service Delivery Area, British Columbia","Males",592.3,82.2,74.8,NA,172.6
"2989","2008/2010","Northern Interior Health Service Delivery Area, British Columbia","Both sexes",523.2,92.5,62.4,NA,NA
"2990","2008/2010","Northern Interior Health Service Delivery Area, British Columbia","Females",488.5,91,52.5,112.7,NA
"2991","2008/2010","Northern Interior Health Service Delivery Area, British Columbia","Males",565,95.4,73,NA,143.4
"2992","2008/2010","Northern Regional Health Authority, Manitoba","Both sexes",579.8,122.8,89.1,NA,NA
"2993","2008/2010","Northern Regional Health Authority, Manitoba","Females",536.1,112.6,98.9,105.7,NA
"2994","2008/2010","Northern Regional Health Authority, Manitoba","Males",635.9,137.2,78.6,NA,120.1
"2995","2008/2010","Northwest Health Service Delivery Area, British Columbia","Both sexes",532.9,84.9,64.9,NA,NA
"2996","2008/2010","Northwest Health Service Delivery Area, British Columbia","Females",449.7,65.7,61.4,136.3,NA
"2997","2008/2010","Northwest Health Service Delivery Area, British Columbia","Males",622.6,105.5,67.9,NA,165.9
"2998","2008/2010","Northwest Territories","Both sexes",512.1,73.8,106.7,NA,NA
"2999","2008/2010","Northwest Territories","Females",503.1,74.7,127.7,135.2,NA
"3000","2008/2010","Northwest Territories","Males",524.3,71.7,84.9,NA,123.4
"3001","2008/2010","Northwestern Health Unit, Ontario","Both sexes",442.2,70.1,69.7,NA,NA
"3002","2008/2010","Northwestern Health Unit, Ontario","Females",441.8,66.9,61.5,101.7,NA
"3003","2008/2010","Northwestern Health Unit, Ontario","Males",448.5,73.8,76.6,NA,95.9
"3004","2008/2010","Nova Scotia","Both sexes",563.2,85.6,78.2,NA,NA
"3005","2008/2010","Nova Scotia","Females",496.7,74.6,64.4,132.1,NA
"3006","2008/2010","Nova Scotia","Males",652.9,101,95.5,NA,158
"3007","2008/2010","Nunavut","Both sexes",464.3,205.3,67.7,NA,NA
"3008","2008/2010","Nunavut","Females",433.9,174.9,100.6,69.5,NA
"3009","2008/2010","Nunavut","Males",497.3,235.1,38.1,NA,57.4
"3010","2008/2010","Okanagan Health Service Delivery Area, British Columbia","Both sexes",490,71.5,61.8,NA,NA
"3011","2008/2010","Okanagan Health Service Delivery Area, British Columbia","Females",440.4,67.3,53.9,120.1,NA
"3012","2008/2010","Okanagan Health Service Delivery Area, British Columbia","Males",553.5,77.8,71.1,NA,133.1
"3013","2008/2010","Ontario by Health Unit","Both sexes",514.8,64,62.1,NA,NA
"3014","2008/2010","Ontario by Health Unit","Females",467.1,55.9,51.4,126.3,NA
"3015","2008/2010","Ontario by Health Unit","Males",582.3,75,75,NA,157.2
"3016","2008/2010","Ontario by Local Health Integration Network","Both sexes",514.8,64,62.1,NA,NA
"3017","2008/2010","Ontario by Local Health Integration Network","Females",467.1,55.9,51.4,126.3,NA
"3018","2008/2010","Ontario by Local Health Integration Network","Males",582.3,75,75,NA,157.2
"3019","2008/2010","Oxford County Health Unit, Ontario","Both sexes",508.1,60.6,61.8,NA,NA
"3020","2008/2010","Oxford County Health Unit, Ontario","Females",451.3,50,53.6,115.7,NA
"3021","2008/2010","Oxford County Health Unit, Ontario","Males",588.4,74.6,73.3,NA,161.2
"3022","2008/2010","Peel Regional Health Unit, Ontario","Both sexes",466.8,49.4,55.4,NA,NA
"3023","2008/2010","Peel Regional Health Unit, Ontario","Females",425.9,41.2,47.9,118.7,NA
"3024","2008/2010","Peel Regional Health Unit, Ontario","Males",524.1,61,64.1,NA,151.1
"3025","2008/2010","Perth District Health Unit, Ontario","Both sexes",506.7,58.3,68.4,NA,NA
"3026","2008/2010","Perth District Health Unit, Ontario","Females",451.6,45.4,48.5,116.1,NA
"3027","2008/2010","Perth District Health Unit, Ontario","Males",583.8,74,94,NA,160
"3028","2008/2010","Peterborough County-City Health Unit, Ontario","Both sexes",521.4,79.2,68.7,NA,NA
"3029","2008/2010","Peterborough County-City Health Unit, Ontario","Females",468.3,74.8,63.8,116.9,NA
"3030","2008/2010","Peterborough County-City Health Unit, Ontario","Males",594.9,85.6,75.3,NA,129.7
"3031","2008/2010","Porcupine Health Unit, Ontario","Both sexes",548.7,96,73.3,NA,NA
"3032","2008/2010","Porcupine Health Unit, Ontario","Females",523.9,82.6,53.1,128.1,NA
"3033","2008/2010","Porcupine Health Unit, Ontario","Males",587.2,115,94.2,NA,137.8
"3034","2008/2010","Prairie Mountain Health, Manitoba","Both sexes",531.4,79.7,79.9,NA,NA
"3035","2008/2010","Prairie Mountain Health, Manitoba","Females",493.2,81.3,64.3,120.5,NA
"3036","2008/2010","Prairie Mountain Health, Manitoba","Males",584.7,81.2,97.1,NA,127.2
"3037","2008/2010","Prairie North Regional Health Authority, Saskatchewan","Both sexes",484.3,68.6,73.2,NA,NA
"3038","2008/2010","Prairie North Regional Health Authority, Saskatchewan","Females",442.5,53.9,68,124,NA
"3039","2008/2010","Prairie North Regional Health Authority, Saskatchewan","Males",540,84.6,79.4,NA,119.5
"3040","2008/2010","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes",489.6,71.2,63.4,NA,NA
"3041","2008/2010","Prince Albert Parkland Regional Health Authority, Saskatchewan","Females",423.3,58.1,50.5,131,NA
"3042","2008/2010","Prince Albert Parkland Regional Health Authority, Saskatchewan","Males",568.8,87.7,79,NA,143.1
"3043","2008/2010","Prince Edward Island","Both sexes",555.5,86.9,69.5,NA,NA
"3044","2008/2010","Prince Edward Island","Females",469.3,61.4,60.8,133.7,NA
"3045","2008/2010","Prince Edward Island","Males",666.1,118.2,79.2,NA,194.7
"3046","2008/2010","Quebec","Both sexes",545,91.7,70.5,NA,NA
"3047","2008/2010","Quebec","Females",496.9,76.3,57.8,132.3,NA
"3048","2008/2010","Quebec","Males",627.1,115.5,86.7,NA,124.3
"3049","2008/2010","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Both sexes",575.1,113.3,78.2,NA,NA
"3050","2008/2010","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Females",514.4,83.3,61.1,134.6,NA
"3051","2008/2010","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Males",664.7,153,97.6,NA,103.8
"3052","2008/2010","RÃ©gion de l'Estrie, Quebec","Both sexes",554.1,88.2,71.8,NA,NA
"3053","2008/2010","RÃ©gion de l'Estrie, Quebec","Females",497.4,69.8,54.5,128,NA
"3054","2008/2010","RÃ©gion de l'Estrie, Quebec","Males",643.4,114.3,92.1,NA,129.7
"3055","2008/2010","RÃ©gion de l'Outaouais, Quebec","Both sexes",484.6,90.2,75.6,NA,NA
"3056","2008/2010","RÃ©gion de l'Outaouais, Quebec","Females",442,79.2,60.4,114.7,NA
"3057","2008/2010","RÃ©gion de l'Outaouais, Quebec","Males",555.2,106.2,97.6,NA,83.4
"3058","2008/2010","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes",639.7,124.7,82.5,NA,NA
"3059","2008/2010","RÃ©gion de la CÃ´te-Nord, Quebec","Females",557.8,97.6,74.6,121.7,NA
"3060","2008/2010","RÃ©gion de la CÃ´te-Nord, Quebec","Males",747.8,161.3,90.2,NA,156.5
"3061","2008/2010","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes",559.4,90.5,68.3,NA,NA
"3062","2008/2010","RÃ©gion de la Capitale-Nationale, Quebec","Females",508.4,72.8,54.7,137.6,NA
"3063","2008/2010","RÃ©gion de la Capitale-Nationale, Quebec","Males",654,119.9,86.9,NA,133.8
"3064","2008/2010","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Both sexes",541.9,84.3,71.2,NA,NA
"3065","2008/2010","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Females",484.9,67,57,126.8,NA
"3066","2008/2010","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Males",632.7,108.5,89.2,NA,137.6
"3067","2008/2010","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes",620,116.9,68.7,NA,NA
"3068","2008/2010","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Females",552.6,91.9,57.5,143.7,NA
"3069","2008/2010","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Males",716.7,151.3,80.6,NA,137
"3070","2008/2010","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes",535.5,92.9,71.1,NA,NA
"3071","2008/2010","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Females",489.8,79.3,60.9,125.7,NA
"3072","2008/2010","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Males",618.3,115.6,84.4,NA,123.3
"3073","2008/2010","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Both sexes",543.8,89.6,70.8,NA,NA
"3074","2008/2010","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Females",493.8,76.3,59.9,133.9,NA
"3075","2008/2010","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Males",624.2,110.4,84.4,NA,129.6
"3076","2008/2010","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes",584.1,115.4,71.9,NA,NA
"3077","2008/2010","RÃ©gion de LanaudiÃ¨re, Quebec","Females",532.5,96.3,56.6,141.7,NA
"3078","2008/2010","RÃ©gion de LanaudiÃ¨re, Quebec","Males",662.5,142.9,89.5,NA,136.2
"3079","2008/2010","RÃ©gion de Laval, Quebec","Both sexes",538.4,87.5,71.5,NA,NA
"3080","2008/2010","RÃ©gion de Laval, Quebec","Females",487.2,70.8,57.8,128.1,NA
"3081","2008/2010","RÃ©gion de Laval, Quebec","Males",623.6,113.7,87,NA,117.9
"3082","2008/2010","RÃ©gion de MontrÃ©al, Quebec","Both sexes",525.2,82.5,66.1,NA,NA
"3083","2008/2010","RÃ©gion de MontrÃ©al, Quebec","Females",491.8,68.9,55.7,133.4,NA
"3084","2008/2010","RÃ©gion de MontrÃ©al, Quebec","Males",595.8,104.2,80.9,NA,111.4
"3085","2008/2010","RÃ©gion des Laurentides, Quebec","Both sexes",562.9,104.5,70.8,NA,NA
"3086","2008/2010","RÃ©gion des Laurentides, Quebec","Females",505.9,93.8,55.7,124.2,NA
"3087","2008/2010","RÃ©gion des Laurentides, Quebec","Males",649.9,122.7,88.2,NA,135
"3088","2008/2010","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes",430.9,48,51,NA,NA
"3089","2008/2010","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Females",439.1,52.7,50.8,81.9,NA
"3090","2008/2010","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Males",429.8,45,48.4,NA,65.2
"3091","2008/2010","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes",538.3,84.8,78.4,NA,NA
"3092","2008/2010","RÃ©gion du Bas-Saint-Laurent, Quebec","Females",499.7,65.1,63.7,152.7,NA
"3093","2008/2010","RÃ©gion du Bas-Saint-Laurent, Quebec","Males",602.2,112,95.8,NA,113.6
"3094","2008/2010","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes",513.9,134.2,54.3,NA,NA
"3095","2008/2010","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Females",448.3,146.7,28.6,109.9,NA
"3096","2008/2010","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Males",577.6,120.8,80.1,NA,73
"3097","2008/2010","RÃ©gion du Nunavik, Quebec","Both sexes",771.6,240,131.2,NA,NA
"3098","2008/2010","RÃ©gion du Nunavik, Quebec","Females",778.7,303.3,192.5,39.7,NA
"3099","2008/2010","RÃ©gion du Nunavik, Quebec","Males",738.6,176.1,65.6,NA,233.8
"3100","2008/2010","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes",564.1,97.9,73.6,NA,NA
"3101","2008/2010","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Females",502.9,80,59.6,141,NA
"3102","2008/2010","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Males",659.1,124.7,91.2,NA,140.9
"3103","2008/2010","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes",531.1,71.6,61,NA,NA
"3104","2008/2010","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Females",471.8,68.4,47.8,123.4,NA
"3105","2008/2010","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Males",611.4,76.5,77.2,NA,182.1
"3106","2008/2010","Renfrew County and District Health Unit, Ontario","Both sexes",509.5,74.9,76.2,NA,NA
"3107","2008/2010","Renfrew County and District Health Unit, Ontario","Females",451.8,70.1,59.2,105.1,NA
"3108","2008/2010","Renfrew County and District Health Unit, Ontario","Males",586.6,82.6,95.7,NA,121.8
"3109","2008/2010","Richmond Health Service Delivery Area, British Columbia","Both sexes",417.1,50.1,58,NA,NA
"3110","2008/2010","Richmond Health Service Delivery Area, British Columbia","Females",378.9,47.4,49.8,120.3,NA
"3111","2008/2010","Richmond Health Service Delivery Area, British Columbia","Males",471.1,54.3,68.4,NA,129.7
"3112","2008/2010","Saskatchewan","Both sexes",517.9,70.8,68.5,NA,NA
"3113","2008/2010","Saskatchewan","Females",464.8,65.1,56.5,127.4,NA
"3114","2008/2010","Saskatchewan","Males",588.2,78.7,82.3,NA,156.4
"3115","2008/2010","Saskatoon Regional Health Authority, Saskatchewan","Both sexes",498.5,68.1,67.7,NA,NA
"3116","2008/2010","Saskatoon Regional Health Authority, Saskatchewan","Females",462.5,63.5,57,127.7,NA
"3117","2008/2010","Saskatoon Regional Health Authority, Saskatchewan","Males",554.6,75.3,80.3,NA,136.1
"3118","2008/2010","Simcoe Muskoka District Health Unit, Ontario","Both sexes",537.7,69.3,67.1,NA,NA
"3119","2008/2010","Simcoe Muskoka District Health Unit, Ontario","Females",484.6,65.5,57.1,134.6,NA
"3120","2008/2010","Simcoe Muskoka District Health Unit, Ontario","Males",609,74.5,78.5,NA,172.7
"3121","2008/2010","South East Health Integration Network, Ontario","Both sexes",524.9,78.2,68.7,NA,NA
